Ele	P1_L	P2_L	P3_L	N1_L	N2_L	N3_L	P1_R	P2_R	P3_R	N1_R	N2_R	N3_R
-40	3.84375	10.78125	15.375	8.8125	13.03125	18.65625	3.84375	10.96875	15.1875	9	13.40625	18.75
-35	3.84375	6.375	10.6875	6.09375	8.71875	13.3125	3.84375	6.46875	10.96875	5.90625	9.09375	13.6875
-30	3.65625	6.5625	10.6875	6	8.53125	13.6875	3.75	10.6875	15.375	8.8125	14.34375	19.875
-25	3.5625	6.65625	9.09375	5.8125	8.625	9.5625	3.75	10.03125	12.09375	8.25	11.4375	15.5625
-20	3.5625	6.5625	11.53125	5.625	9.75	15.84375	3.65625	9.65625	12.65625	7.96875	11.25	16.875
-15	3.46875	9.375	12	8.34375	10.78125	15.84375	3.65625	9.65625	12.75	7.96875	11.34375	16.96875
-10	3.5625	8.90625	12	7.03125	10.6875	16.5	3.75	9.5625	12.84375	7.78125	11.4375	17.0625
-5	3.9375	8.53125	12.46875	6.9375	11.34375	18.09375	4.03125	9.46875	13.40625	7.59375	11.53125	17.90625
0	4.125	9.65625	13.125	7.03125	11.90625	18.46875	4.3125	9.65625	13.21875	7.6875	11.71875	18
5	4.03125	9.46875	13.3125	7.5	12	13.59375	4.3125	9.65625	13.5	7.6875	11.8125	19.40625
10	4.03125	9.9375	13.3125	7.5	12.28125	14.0625	4.3125	9.84375	13.21875	7.78125	12.09375	19.78125
15	4.03125	9.9375	12.9375	8.53125	12.1875	14.0625	4.21875	9.75	14.4375	7.6875	12.75	20.625
20	4.125	10.03125	13.125	8.625	12.1875	13.96875	4.21875	9.84375	14.8125	7.96875	12.65625	17.53125
25	4.21875	10.03125	13.03125	8.71875	12.28125	13.875	4.59375	9.75	14.53125	8.25	12.84375	21.09375
30	4.21875	10.03125	13.78125	8.71875	12.65625	14.4375	4.5	9.75	14.90625	8.0625	12.9375	15.65625
35	4.125	10.125	13.6875	8.625	12.75	14.0625	4.40625	9.84375	14.4375	8.15625	13.21875	15.1875
40	4.125	10.125	14.53125	8.71875	12.84375	16.3125	4.3125	9.9375	13.59375	8.4375	13.3125	14.625
45	4.125	10.125	14.0625	8.90625	13.125	16.03125	4.21875	9.84375	16.21875	8.4375	15	17.34375
50	4.875	7.96875	9.9375	7.40625	9	13.3125	4.21875	5.15625	9.46875	4.40625	7.59375	17.90625
55	4.78125	7.78125	9.9375	7.3125	8.90625	13.59375	5.0625	8.4375	9.75	7.40625	9	16.78125
60	4.6875	7.6875	10.03125	7.125	8.8125	13.875	4.96875	7.875	9.75	7.3125	8.90625	14.25
65	4.59375	7.40625	10.03125	7.03125	8.8125	13.96875	4.875	7.6875	9.65625	7.125	8.8125	14.0625
70	4.5	7.21875	10.03125	7.125	9	14.0625	4.78125	7.5	9.5625	7.125	8.8125	14.25
75	4.5	9.9375	15.1875	8.90625	13.96875	19.5	4.78125	9.65625	14.71875	9	14.34375	17.8125
80	4.21875	6.9375	9.9375	6.5625	9.1875	14.15625	4.40625	18.5625	18.5625	17.90625	20.8125	20.8125
85	4.21875	7.03125	9.84375	6.46875	9.1875	14.25	4.3125	6.9375	11.90625	6.75	11.34375	20.71875
90	4.21875	7.03125	9.75	6.5625	9.28125	14.4375	4.3125	12.09375	21.375	11.25	20.25	21.9375
